area,bedrooms,bathrooms,floors,parking,property_age,location,property_type,price
1216.0,2,2.0,2,0.0,24.0,Pune,Apartment,10470000.0
1297.0,2,1.0,2,0.0,17.0,Mumbai,Apartment,19840000.0
1866.0,3,2.0,1,1.0,35.0,Bangalore,Independent House,16170000.0
1352.0,2,,3,0.0,26.0,Mumbai,Independent House,22350000.0
1980.0,3,2.0,1,1.0,31.0,Mumbai,Independent House,29620000.0
1543.0,3,2.0,2,1.0,31.0,Mumbai,Apartment,20310000.0
3118.0,5,4.0,3,2.0,35.0,Pune,Villa,30220000.0
2095.0,4,4.0,2,0.0,29.0,Mumbai,Apartment,29600000.0
996.0,2,2.0,2,1.0,0.0,Chennai,Apartment,13310000.0
532.0,1,1.0,1,0.0,10.0,Pune,Apartment,5130000.0
1520.0,2,1.0,1,0.0,7.0,Hyderabad,Independent House,16520000.0
1670.0,3,3.0,2,1.0,35.0,Bangalore,Apartment,16660000.0
1212.0,2,1.0,1,1.0,18.0,Hyderabad,Apartment,9550000.0
1803.0,3,3.0,2,1.0,34.0,Bangalore,Apartment,15500000.0
1173.0,2,1.0,3,1.0,13.0,Bangalore,Independent House,15060000.0
1787.0,3,2.0,1,2.0,15.0,Mumbai,Apartment,31560000.0
1657.0,3,3.0,1,1.0,1.0,Kolkata,Apartment,15890000.0
1998.0,3,3.0,2,1.0,10.0,Kolkata,Independent House,17180000.0
1675.0,3,3.0,3,1.0,39.0,Mumbai,Independent House,23760000.0
1682.0,3,3.0,3,0.0,26.0,Delhi,Independent House,22290000.0
1865.0,3,2.0,2,3.0,17.0,Pune,Villa,24840000.0
2068.0,3,2.0,2,2.0,9.0,Mumbai,Independent House,39770000.0
1672.0,3,3.0,1,1.0,37.0,Pune,Apartment,12610000.0
2000.0,3,3.0,2,2.0,40.0,Kolkata,Villa,16020000.0
1657.0,3,3.0,2,1.0,12.0,Hyderabad,Independent House,16870000.0
1577.0,3,3.0,1,1.0,38.0,Kolkata,Apartment,10650000.0
1357.0,2,1.0,1,1.0,44.0,Mumbai,Apartment,17680000.0
2225.0,4,4.0,3,1.0,23.0,Delhi,Independent House,30010000.0
1494.0,2,1.0,1,1.0,3.0,Bangalore,Apartment,19460000.0
1060.0,2,2.0,1,1.0,7.0,Mumbai,Apartment,19270000.0
1714.0,3,3.0,1,1.0,41.0,Bangalore,Independent House,18000000.0
1238.0,2,2.0,2,0.0,16.0,Pune,Apartment,12370000.0
2178.0,4,3.0,3,2.0,21.0,Mumbai,Villa,46300000.0
3124.0,5,4.0,1,3.0,12.0,Pune,Villa,38050000.0
1401.0,2,1.0,1,2.0,8.0,Mumbai,Apartment,22260000.0
1998.0,3,2.0,1,0.0,9.0,Kolkata,Independent House,19100000.0
649.0,1,1.0,2,2.0,28.0,Mumbai,Apartment,8060000.0
1188.0,2,1.0,1,0.0,16.0,Bangalore,Apartment,13780000.0
1654.0,3,3.0,1,1.0,21.0,Bangalore,Apartment,18360000.0
2717.0,5,5.0,2,,1.0,Bangalore,Independent House,41100000.0
2067.0,3,2.0,1,0.0,15.0,Hyderabad,Independent House,19480000.0
593.0,1,1.0,1,1.0,21.0,Pune,Apartment,6220000.0
990.0,2,1.0,1,1.0,45.0,Delhi,Apartment,8270000.0
2219.0,4,4.0,1,0.0,36.0,Bangalore,Independent House,23260000.0
2990.0,5,5.0,1,1.0,31.0,Pune,Villa,36060000.0
691.0,1,1.0,1,2.0,19.0,Bangalore,Apartment,7720000.0
4358.0,6,5.0,1,1.0,34.0,Pune,Villa,48290000.0
2134.0,4,4.0,1,0.0,9.0,Delhi,Independent House,33460000.0
3320.0,6,5.0,1,2.0,42.0,Pune,Villa,31110000.0
1122.0,2,1.0,2,2.0,15.0,Mumbai,Apartment,20770000.0
1322.0,2,1.0,1,1.0,2.0,Bangalore,Apartment,16140000.0
2013.0,3,3.0,3,1.0,37.0,Delhi,Independent House,25250000.0
500.0,1,1.0,2,1.0,3.0,Mumbai,Apartment,9480000.0
2867.0,5,5.0,1,1.0,16.0,Bangalore,Villa,44060000.0
1219.0,2,2.0,2,1.0,5.0,Delhi,Apartment,16960000.0
1613.0,3,2.0,2,0.0,2.0,Pune,Apartment,19220000.0
1519.0,2,2.0,1,2.0,39.0,Mumbai,Apartment,20240000.0
2331.0,4,3.0,3,2.0,42.0,Kolkata,Independent House,17730000.0
1655.0,3,3.0,1,0.0,14.0,Hyderabad,Apartment,13290000.0
1538.0,3,2.0,2,1.0,26.0,Bangalore,Apartment,15660000.0
1770.0,3,2.0,2,1.0,40.0,Pune,Independent House,14800000.0
1053.0,2,1.0,2,1.0,3.0,Chennai,Independent House,11420000.0
2230.0,4,3.0,2,1.0,5.0,Bangalore,Independent House,28350000.0
1744.0,3,3.0,2,0.0,44.0,Pune,Apartment,12390000.0
1309.0,2,2.0,2,1.0,7.0,Pune,Apartment,16720000.0
966.0,1,1.0,2,0.0,19.0,Mumbai,Apartment,17280000.0
3407.0,6,5.0,1,1.0,5.0,Mumbai,Villa,83840000.0
1512.0,2,2.0,2,0.0,8.0,Chennai,Apartment,16210000.0
930.0,1,1.0,2,1.0,16.0,Mumbai,Apartment,16270000.0
1165.0,2,2.0,2,1.0,6.0,Hyderabad,Apartment,11540000.0
1464.0,2,2.0,2,0.0,32.0,Mumbai,Apartment,20840000.0
3659.0,6,5.0,1,3.0,41.0,Delhi,Villa,57570000.0
2400.0,4,3.0,2,3.0,22.0,Bangalore,Villa,37010000.0
1254.0,2,2.0,2,1.0,2.0,Kolkata,Apartment,14600000.0
1617.0,3,2.0,1,2.0,41.0,Mumbai,Independent House,25510000.0
2283.0,4,3.0,1,1.0,42.0,Mumbai,Independent House,32710000.0
1584.0,3,2.0,2,1.0,43.0,Pune,Apartment,12890000.0
1172.0,2,1.0,2,1.0,43.0,Delhi,Apartment,11470000.0
1855.0,3,3.0,3,1.0,39.0,Bangalore,Independent House,17970000.0
1118.0,2,2.0,1,0.0,45.0,Kolkata,Apartment,5970000.0
1055.0,2,1.0,3,2.0,21.0,Mumbai,Independent House,17520000.0
2028.0,3,3.0,3,1.0,9.0,Pune,Independent House,25050000.0
1174.0,2,1.0,2,0.0,31.0,Mumbai,Apartment,15790000.0
2609.0,4,4.0,3,1.0,29.0,Mumbai,Villa,56370000.0
1326.0,2,1.0,2,1.0,9.0,Chennai,Apartment,15750000.0
1855.0,3,3.0,2,0.0,17.0,Pune,Apartment,18050000.0
1342.0,2,2.0,3,2.0,13.0,Bangalore,Independent House,16120000.0
3231.0,6,5.0,3,2.0,15.0,Delhi,Villa,58260000.0
2070.0,3,3.0,2,3.0,41.0,Bangalore,Villa,22340000.0
1209.0,2,2.0,2,0.0,37.0,Pune,Apartment,8800000.0
1002.0,2,1.0,1,0.0,0.0,Mumbai,Apartment,20600000.0
1396.0,2,1.0,3,0.0,32.0,Pune,Independent House,11500000.0
864.0,1,1.0,3,2.0,26.0,Bangalore,Independent House,10520000.0
1630.0,3,3.0,2,0.0,17.0,Delhi,Apartment,18640000.0
1914.0,3,2.0,1,1.0,26.0,Pune,Independent House,19650000.0
1077.0,2,2.0,3,1.0,25.0,Mumbai,Independent House,19620000.0
1592.0,3,3.0,1,1.0,27.0,Mumbai,Apartment,23900000.0
764.0,1,1.0,2,1.0,20.0,Kolkata,Apartment,6380000.0
1341.0,2,1.0,2,1.0,30.0,Pune,Apartment,12440000.0
2257.0,4,3.0,3,1.0,43.0,Pune,Villa,24300000.0
2039.0,3,3.0,1,2.0,16.0,Mumbai,Independent House,44110000.0
1395.0,2,1.0,1,2.0,21.0,Kolkata,Apartment,11020000.0
1606.0,3,3.0,1,1.0,13.0,Delhi,Independent House,25670000.0
1169.0,2,1.0,2,0.0,15.0,Kolkata,Apartment,8690000.0
1652.0,3,3.0,2,1.0,2.0,Bangalore,Apartment,20910000.0
2870.0,5,4.0,2,2.0,43.0,Pune,Villa,28830000.0
1365.0,2,2.0,1,1.0,15.0,Delhi,Apartment,18830000.0
1898.0,3,3.0,2,3.0,36.0,Bangalore,Villa,22450000.0
1997.0,3,3.0,2,0.0,0.0,Mumbai,Apartment,37030000.0
2076.0,4,3.0,1,2.0,18.0,Mumbai,Apartment,39670000.0
1336.0,2,2.0,2,1.0,36.0,Hyderabad,Apartment,11670000.0
1254.0,2,2.0,3,1.0,23.0,Mumbai,Independent House,22790000.0
1530.0,3,2.0,1,1.0,,Bangalore,Apartment,16950000.0
1057.0,2,1.0,1,1.0,22.0,Kolkata,Apartment,7940000.0
1650.0,3,3.0,1,1.0,4.0,Delhi,Apartment,24500000.0
1663.0,3,3.0,3,1.0,7.0,Kolkata,Independent House,12750000.0
1671.0,3,3.0,2,2.0,8.0,Mumbai,Apartment,35010000.0
1387.0,2,2.0,2,2.0,32.0,Mumbai,Apartment,17580000.0
871.0,1,1.0,1,1.0,7.0,Chennai,Apartment,7920000.0
1285.0,2,1.0,3,0.0,27.0,Pune,Independent House,10800000.0
1606.0,3,3.0,1,1.0,13.0,Delhi,Independent House,25670000.0
2801.0,5,4.0,3,2.0,5.0,Kolkata,Villa,32310000.0
2381.0,4,4.0,1,0.0,,Hyderabad,Independent House,22890000.0
985.0,2,1.0,2,1.0,9.0,Delhi,Apartment,15710000.0
936.0,1,1.0,1,1.0,27.0,Bangalore,Apartment,8640000.0
2155.0,4,4.0,1,0.0,11.0,Delhi,Independent House,32130000.0
1257.0,2,2.0,1,0.0,16.0,Chennai,Apartment,12950000.0
2174.0,4,4.0,2,2.0,7.0,Pune,Independent House,25720000.0
1383.0,2,2.0,2,1.0,9.0,Bangalore,Apartment,16510000.0
996.0,2,1.0,2,0.0,42.0,Pune,Apartment,9010000.0
1318.0,2,1.0,1,1.0,15.0,Hyderabad,Apartment,12620000.0
1878.0,3,2.0,2,1.0,42.0,Hyderabad,Apartment,12900000.0
1331.0,2,1.0,2,1.0,8.0,Delhi,Apartment,16180000.0
1945.0,3,3.0,3,1.0,7.0,Bangalore,Independent House,26540000.0
2157.0,4,3.0,1,0.0,19.0,Delhi,Apartment,29230000.0
1232.0,2,2.0,2,1.0,24.0,Hyderabad,Apartment,10890000.0
1337.0,2,1.0,1,1.0,45.0,Bangalore,Apartment,10530000.0
1115.0,2,1.0,3,1.0,22.0,Mumbai,Independent House,19430000.0
2752.0,5,4.0,2,2.0,4.0,Bangalore,Independent House,43880000.0
1479.0,2,2.0,2,0.0,4.0,Pune,Independent House,17020000.0
1246.0,2,1.0,2,1.0,,Bangalore,Apartment,15080000.0
1212.0,2,1.0,2,1.0,36.0,Pune,Apartment,8840000.0
2706.0,5,4.0,1,1.0,34.0,Hyderabad,Independent House,22320000.0
1918.0,3,2.0,1,1.0,4.0,Hyderabad,Independent House,20310000.0
1056.0,2,2.0,1,0.0,1.0,Pune,Apartment,11190000.0
978.0,2,1.0,2,0.0,5.0,Bangalore,Apartment,12820000.0
1449.0,2,2.0,2,2.0,28.0,Bangalore,Independent House,15660000.0
3013.0,5,4.0,1,,43.0,Mumbai,Villa,52260000.0
1308.0,2,2.0,1,0.0,27.0,Mumbai,Apartment,22320000.0
2114.0,4,3.0,2,1.0,37.0,Delhi,Independent House,29990000.0
1909.0,3,3.0,1,1.0,14.0,Bangalore,Apartment,19580000.0
936.0,1,1.0,1,1.0,21.0,Delhi,Apartment,9810000.0
3318.0,6,5.0,3,2.0,10.0,Bangalore,Villa,55090000.0
1942.0,3,2.0,2,1.0,42.0,Mumbai,Independent House,23560000.0
1123.0,2,2.0,2,2.0,22.0,Mumbai,Apartment,20290000.0
1792.0,3,3.0,1,0.0,1.0,Hyderabad,Apartment,20910000.0
1431.0,2,2.0,1,2.0,32.0,Mumbai,Apartment,18800000.0
1398.0,2,1.0,1,0.0,22.0,Mumbai,Apartment,22790000.0
990.0,2,1.0,2,2.0,3.0,Pune,Apartment,10150000.0
754.0,1,1.0,1,2.0,28.0,Delhi,Apartment,9360000.0
1092.0,2,1.0,1,0.0,25.0,Bangalore,Apartment,10570000.0
1271.0,2,1.0,2,1.0,43.0,Hyderabad,Apartment,9670000.0
1542.0,3,2.0,1,0.0,17.0,Chennai,Independent House,14880000.0
1389.0,2,2.0,1,1.0,0.0,Mumbai,Apartment,32450000.0
983.0,2,2.0,2,2.0,5.0,Mumbai,Apartment,17950000.0
1107.0,2,2.0,2,1.0,34.0,Mumbai,Apartment,15030000.0
1127.0,2,1.0,1,2.0,4.0,Delhi,Independent House,17630000.0
1525.0,2,1.0,1,1.0,18.0,Mumbai,Apartment,22220000.0
2253.0,4,,2,1.0,10.0,Bangalore,Independent House,29730000.0
2217.0,4,3.0,3,0.0,20.0,Chennai,Independent House,24340000.0
1688.0,3,3.0,2,,24.0,Chennai,Independent House,20090000.0
1450.0,2,2.0,2,0.0,33.0,Mumbai,Apartment,21520000.0
1002.0,2,2.0,2,0.0,9.0,Hyderabad,Apartment,8610000.0
1348.0,2,1.0,2,1.0,12.0,Kolkata,Independent House,10550000.0
3096.0,5,4.0,1,1.0,38.0,Bangalore,Villa,30670000.0
1658.0,3,2.0,2,1.0,35.0,Delhi,Apartment,15980000.0
2328.0,4,4.0,1,2.0,,Chennai,Independent House,20570000.0
907.0,1,1.0,2,1.0,13.0,Mumbai,Apartment,15680000.0
825.0,1,1.0,1,1.0,45.0,Pune,Apartment,4840000.0
2234.0,4,4.0,3,0.0,29.0,Chennai,Independent House,21390000.0
3726.0,6,5.0,3,2.0,33.0,Bangalore,Villa,42960000.0
2335.0,4,3.0,3,0.0,25.0,Delhi,Independent House,34220000.0
1520.0,2,1.0,2,1.0,31.0,Hyderabad,Independent House,13340000.0
2159.0,4,3.0,3,2.0,5.0,Bangalore,Independent House,27530000.0
895.0,1,1.0,2,0.0,45.0,Bangalore,Independent House,7720000.0
1098.0,2,2.0,1,1.0,21.0,Mumbai,Apartment,17070000.0
977.0,2,2.0,2,1.0,24.0,Delhi,Apartment,11840000.0
1320.0,2,2.0,2,0.0,18.0,Pune,Apartment,10640000.0
1512.0,2,1.0,2,1.0,42.0,Delhi,Independent House,18380000.0
1896.0,3,3.0,3,0.0,1.0,Kolkata,Independent House,17670000.0
1248.0,2,2.0,2,0.0,45.0,Mumbai,Apartment,16240000.0
973.0,1,1.0,1,1.0,2.0,Delhi,Apartment,14870000.0
1013.0,2,2.0,1,1.0,24.0,Mumbai,Apartment,15970000.0
1557.0,3,3.0,2,2.0,5.0,Chennai,Independent House,17190000.0
812.0,1,1.0,1,0.0,25.0,Chennai,Apartment,7480000.0
3665.0,6,5.0,1,3.0,22.0,Pune,Villa,39710000.0
1813.0,3,2.0,3,2.0,25.0,Mumbai,Villa,33860000.0
2489.0,4,4.0,1,1.0,23.0,Pune,Independent House,27590000.0
1544.0,3,2.0,1,1.0,12.0,Pune,Apartment,14780000.0
1150.0,2,1.0,1,1.0,18.0,Hyderabad,Apartment,10470000.0
1629.0,3,2.0,2,2.0,45.0,Kolkata,Independent House,9520000.0
1678.0,3,2.0,1,1.0,25.0,Kolkata,Apartment,12270000.0
1362.0,2,2.0,1,1.0,33.0,Delhi,Apartment,16230000.0
1006.0,2,2.0,2,1.0,11.0,Mumbai,Apartment,16890000.0
1416.0,2,1.0,2,,0.0,Kolkata,Apartment,11000000.0
2091.0,4,3.0,1,2.0,17.0,Mumbai,Independent House,41240000.0
1521.0,2,2.0,2,1.0,36.0,Kolkata,Independent House,11630000.0
1015.0,2,1.0,2,1.0,30.0,Delhi,Apartment,11530000.0
1471.0,2,2.0,2,1.0,41.0,Bangalore,Apartment,11770000.0
2638.0,5,4.0,3,0.0,41.0,Delhi,Independent House,33120000.0
1736.0,3,2.0,1,0.0,20.0,Mumbai,Apartment,26880000.0
2751.0,5,4.0,2,2.0,1.0,Chennai,Villa,43260000.0
1090.0,2,1.0,1,1.0,17.0,Hyderabad,Apartment,10070000.0
1856.0,3,2.0,2,1.0,4.0,Delhi,Apartment,26460000.0
1576.0,3,2.0,1,0.0,30.0,Pune,Apartment,11980000.0
1686.0,3,,1,1.0,24.0,Chennai,Independent House,16700000.0
1192.0,2,1.0,2,0.0,,Mumbai,Apartment,20200000.0
796.0,1,1.0,1,1.0,32.0,Mumbai,Apartment,10930000.0
727.0,1,1.0,1,1.0,14.0,Mumbai,Apartment,12870000.0
1749.0,3,3.0,1,1.0,18.0,Hyderabad,Apartment,16200000.0
1173.0,2,1.0,1,1.0,10.0,Bangalore,Apartment,12990000.0
1256.0,2,2.0,3,0.0,7.0,Delhi,Independent House,19910000.0
2315.0,4,3.0,3,2.0,28.0,Mumbai,Independent House,41950000.0
1809.0,3,3.0,2,0.0,13.0,Kolkata,Independent House,15090000.0
1201.0,2,1.0,1,2.0,20.0,Bangalore,Independent House,14290000.0
1793.0,3,3.0,2,,24.0,Kolkata,Apartment,11630000.0
1280.0,2,1.0,2,1.0,30.0,Delhi,Apartment,13440000.0
1177.0,2,2.0,2,1.0,8.0,Mumbai,Apartment,21060000.0
1906.0,3,2.0,2,0.0,35.0,Bangalore,Independent House,19670000.0
3000.0,5,5.0,2,2.0,17.0,Bangalore,Villa,37170000.0
1176.0,2,2.0,2,0.0,31.0,Bangalore,Apartment,11940000.0
807.0,1,1.0,2,1.0,15.0,Mumbai,Apartment,11700000.0
1487.0,2,1.0,1,0.0,31.0,Delhi,Apartment,15130000.0
3126.0,5,5.0,2,3.0,7.0,Chennai,Villa,40740000.0
1154.0,2,1.0,2,0.0,23.0,Bangalore,Apartment,12010000.0
1595.0,3,2.0,1,0.0,31.0,Bangalore,Apartment,15490000.0
2241.0,4,3.0,2,2.0,37.0,Mumbai,Independent House,32400000.0
1578.0,3,3.0,1,1.0,38.0,Delhi,Independent House,16760000.0
1649.0,3,3.0,2,1.0,36.0,Chennai,Apartment,12850000.0
1775.0,3,3.0,2,2.0,43.0,Mumbai,Villa,29360000.0
1041.0,2,2.0,1,2.0,16.0,Delhi,Apartment,13150000.0
1721.0,3,3.0,3,1.0,12.0,Pune,Independent House,19350000.0
3286.0,6,5.0,3,2.0,31.0,Mumbai,Villa,67540000.0
1314.0,2,1.0,1,1.0,43.0,Bangalore,Apartment,11230000.0
2325.0,4,4.0,3,3.0,10.0,Bangalore,Villa,38370000.0
833.0,1,1.0,2,0.0,11.0,Pune,Apartment,8650000.0
2179.0,4,4.0,2,1.0,5.0,Bangalore,Villa,32340000.0
1243.0,2,1.0,2,0.0,2.0,Hyderabad,Apartment,13200000.0
2013.0,3,2.0,2,0.0,18.0,Bangalore,Apartment,24320000.0
2486.0,4,4.0,3,0.0,35.0,Delhi,Independent House,29240000.0
1403.0,2,2.0,2,1.0,21.0,Mumbai,Apartment,25160000.0
773.0,1,1.0,2,0.0,44.0,Kolkata,Apartment,4240000.0
700.0,1,1.0,1,0.0,33.0,Delhi,Apartment,8570000.0
1044.0,2,1.0,1,1.0,10.0,Chennai,Apartment,10270000.0
1658.0,3,2.0,1,2.0,19.0,Bangalore,Apartment,16580000.0
2851.0,5,5.0,3,0.0,1.0,Pune,Independent House,39030000.0
1256.0,2,1.0,2,0.0,17.0,Bangalore,Apartment,13850000.0
1115.0,2,2.0,2,1.0,32.0,Delhi,Apartment,11760000.0
3502.0,6,5.0,2,1.0,13.0,Bangalore,Villa,46570000.0
1997.0,3,2.0,2,0.0,26.0,Mumbai,Apartment,33130000.0
763.0,1,1.0,1,1.0,28.0,Bangalore,Apartment,8590000.0
2022.0,3,3.0,3,1.0,2.0,Pune,Independent House,24260000.0
1902.0,3,2.0,2,1.0,2.0,Mumbai,Independent House,40270000.0
1487.0,2,2.0,2,2.0,43.0,Mumbai,Apartment,19150000.0
1542.0,3,3.0,1,1.0,31.0,Delhi,Independent House,20470000.0
1428.0,2,1.0,1,0.0,8.0,Mumbai,Apartment,24400000.0
1273.0,2,2.0,3,1.0,37.0,Delhi,Independent House,17160000.0
1123.0,2,1.0,3,2.0,5.0,Hyderabad,Independent House,14340000.0
1372.0,2,2.0,2,2.0,,Hyderabad,Apartment,10580000.0
1687.0,3,3.0,1,1.0,28.0,Mumbai,Apartment,32130000.0
2000.0,3,3.0,2,0.0,44.0,Mumbai,Independent House,26080000.0
2921.0,5,4.0,2,2.0,3.0,Chennai,Villa,39570000.0
2421.0,4,3.0,3,1.0,13.0,Mumbai,Independent House,47100000.0
1419.0,2,1.0,2,0.0,17.0,Hyderabad,Apartment,12900000.0
729.0,1,1.0,2,2.0,12.0,Mumbai,Apartment,11390000.0
1266.0,2,1.0,1,1.0,11.0,Chennai,Apartment,13700000.0
1974.0,3,,2,1.0,34.0,Hyderabad,Independent House,18910000.0
1609.0,3,2.0,1,2.0,15.0,Delhi,Apartment,18350000.0
2400.0,4,3.0,2,3.0,22.0,Bangalore,Villa,37010000.0
2732.0,5,5.0,3,2.0,12.0,Bangalore,Villa,37260000.0
3217.0,6,5.0,1,1.0,22.0,Delhi,Villa,66980000.0
2831.0,5,4.0,2,,19.0,Mumbai,Villa,68500000.0
1054.0,2,1.0,1,2.0,42.0,Bangalore,Apartment,9090000.0
1187.0,2,2.0,1,1.0,37.0,Pune,Apartment,8700000.0
1683.0,3,2.0,2,2.0,28.0,Pune,Independent House,14890000.0
1535.0,3,2.0,2,,7.0,Hyderabad,Apartment,12410000.0
1962.0,3,3.0,2,1.0,5.0,Chennai,Independent House,23110000.0
1996.0,3,3.0,2,1.0,21.0,Kolkata,Independent House,16020000.0
2955.0,5,5.0,2,1.0,38.0,Delhi,Villa,40640000.0
1439.0,2,1.0,2,1.0,40.0,Pune,Apartment,10080000.0
2207.0,4,3.0,2,1.0,38.0,Mumbai,Independent House,33540000.0
1865.0,3,3.0,2,1.0,31.0,Kolkata,Independent House,14050000.0
1242.0,2,1.0,1,1.0,19.0,Delhi,Apartment,15010000.0
1296.0,2,2.0,2,0.0,37.0,Hyderabad,Apartment,11130000.0
724.0,1,1.0,2,0.0,0.0,Bangalore,Apartment,9640000.0
1027.0,2,2.0,2,1.0,7.0,Delhi,Apartment,16030000.0
1709.0,3,3.0,2,1.0,31.0,Delhi,Independent House,20910000.0
1146.0,2,2.0,2,0.0,16.0,Pune,Apartment,11640000.0
1106.0,2,1.0,1,1.0,29.0,Hyderabad,Apartment,7670000.0
1690.0,3,3.0,1,1.0,22.0,Mumbai,Independent House,28570000.0
1777.0,3,2.0,1,1.0,4.0,Pune,Independent House,24460000.0
1079.0,2,1.0,2,1.0,38.0,Mumbai,Apartment,15970000.0
1966.0,3,2.0,1,2.0,13.0,Pune,Independent House,20050000.0
1904.0,3,3.0,1,0.0,23.0,Bangalore,Apartment,18540000.0
2503.0,4,3.0,3,0.0,3.0,Bangalore,Independent House,32040000.0
1242.0,2,1.0,1,1.0,30.0,Mumbai,Apartment,19530000.0
1201.0,2,2.0,1,1.0,16.0,Delhi,Independent House,16430000.0
1114.0,2,2.0,1,1.0,19.0,Chennai,Apartment,9710000.0
2638.0,5,5.0,1,3.0,15.0,Delhi,Villa,47880000.0
1781.0,3,2.0,3,1.0,42.0,Delhi,Independent House,21630000.0
1749.0,3,2.0,1,1.0,43.0,Chennai,Apartment,13000000.0
1361.0,2,1.0,3,1.0,10.0,Delhi,Independent House,19540000.0
1797.0,3,3.0,1,1.0,13.0,Pune,Independent House,22670000.0
1548.0,3,3.0,2,,7.0,Chennai,Independent House,20680000.0
1338.0,2,2.0,2,1.0,23.0,Delhi,Apartment,18220000.0
1551.0,3,3.0,1,1.0,19.0,Mumbai,Apartment,27430000.0
2288.0,4,4.0,3,2.0,45.0,Delhi,Independent House,24160000.0
3538.0,6,5.0,1,1.0,26.0,Pune,Villa,43130000.0
2581.0,4,3.0,1,0.0,13.0,Delhi,Independent House,38340000.0
1765.0,3,2.0,1,0.0,,Mumbai,Apartment,25970000.0
2445.0,4,3.0,1,3.0,3.0,Chennai,Villa,32340000.0
1537.0,3,2.0,2,0.0,39.0,Mumbai,Apartment,18260000.0
2565.0,4,4.0,3,2.0,11.0,Chennai,Villa,42460000.0
3474.0,6,5.0,1,2.0,24.0,Chennai,Villa,38090000.0
1776.0,3,3.0,1,2.0,33.0,Mumbai,Apartment,28350000.0
1052.0,2,2.0,1,0.0,21.0,Hyderabad,Apartment,9320000.0
1782.0,3,2.0,3,,33.0,Chennai,Independent House,19400000.0
907.0,1,1.0,2,1.0,2.0,Bangalore,Apartment,11450000.0
4007.0,6,5.0,2,1.0,10.0,Hyderabad,Villa,51830000.0
1193.0,2,2.0,2,0.0,8.0,Mumbai,Apartment,19790000.0
1147.0,2,2.0,1,1.0,21.0,Bangalore,Apartment,13240000.0
1238.0,2,1.0,2,0.0,15.0,Bangalore,Apartment,11090000.0
1245.0,2,2.0,2,1.0,2.0,Bangalore,Apartment,15070000.0
2432.0,4,4.0,3,0.0,8.0,Pune,Independent House,28040000.0
500.0,1,1.0,1,0.0,9.0,Mumbai,Apartment,8250000.0
1652.0,3,3.0,1,1.0,41.0,Mumbai,Apartment,23400000.0
1556.0,3,2.0,3,1.0,31.0,Pune,Independent House,13350000.0
1370.0,2,2.0,1,0.0,9.0,Delhi,Apartment,18200000.0
1067.0,2,1.0,1,1.0,0.0,Bangalore,Apartment,13910000.0
903.0,1,1.0,1,0.0,44.0,Mumbai,Independent House,15350000.0
3256.0,6,5.0,2,0.0,17.0,Chennai,Independent House,31790000.0
1941.0,3,3.0,2,2.0,19.0,Delhi,Independent House,31240000.0
1442.0,2,1.0,2,2.0,26.0,Hyderabad,Independent House,13690000.0
1285.0,2,1.0,2,1.0,2.0,Kolkata,Apartment,10150000.0
728.0,1,1.0,1,1.0,31.0,Pune,Apartment,6060000.0
579.0,1,1.0,1,1.0,37.0,Bangalore,Apartment,5430000.0
1124.0,2,1.0,1,,43.0,Mumbai,Apartment,14300000.0
1605.0,3,2.0,2,0.0,14.0,Bangalore,Independent House,19750000.0
1058.0,2,2.0,2,1.0,42.0,Chennai,Independent House,8150000.0
1091.0,2,2.0,2,0.0,18.0,Kolkata,Apartment,8960000.0
2653.0,5,4.0,1,2.0,26.0,Bangalore,Independent House,29500000.0
1810.0,3,2.0,2,1.0,13.0,Chennai,Apartment,22740000.0
2443.0,4,3.0,3,0.0,28.0,Delhi,Independent House,32100000.0
2010.0,3,2.0,2,1.0,16.0,Pune,Apartment,19570000.0
643.0,1,1.0,2,0.0,6.0,Kolkata,Apartment,5920000.0
1037.0,2,2.0,1,2.0,,Delhi,Apartment,12320000.0
1373.0,2,2.0,2,0.0,13.0,Pune,Apartment,11940000.0
3278.0,6,5.0,3,1.0,11.0,Chennai,Villa,41340000.0
3147.0,5,4.0,1,3.0,43.0,Bangalore,Villa,30570000.0
973.0,1,1.0,2,1.0,5.0,Chennai,Apartment,10160000.0
1609.0,3,3.0,1,1.0,35.0,Pune,Apartment,12920000.0
1140.0,2,1.0,2,1.0,43.0,Hyderabad,Apartment,9180000.0
1949.0,3,2.0,1,0.0,4.0,Pune,Independent House,26360000.0
2673.0,5,4.0,3,2.0,31.0,Pune,Villa,29310000.0
1440.0,2,2.0,2,1.0,40.0,Bangalore,Apartment,12330000.0
3111.0,5,4.0,1,2.0,23.0,Mumbai,Villa,61230000.0
1712.0,3,2.0,3,0.0,43.0,Kolkata,Independent House,11820000.0
992.0,2,1.0,1,0.0,24.0,Bangalore,Apartment,9050000.0
1707.0,3,3.0,1,1.0,28.0,Delhi,Apartment,20550000.0
1129.0,2,1.0,1,2.0,35.0,Mumbai,Apartment,13050000.0
2565.0,4,3.0,1,1.0,9.0,Pune,Independent House,27680000.0
1764.0,3,3.0,3,1.0,2.0,Mumbai,Independent House,35390000.0
1641.0,3,3.0,1,1.0,0.0,Pune,Independent House,22280000.0
2066.0,3,3.0,1,2.0,28.0,Mumbai,Independent House,29470000.0
2606.0,4,4.0,2,1.0,30.0,Pune,Independent House,23550000.0
739.0,1,1.0,2,1.0,2.0,Delhi,Apartment,10230000.0
